index,comments,score
17,手机未收到，居然收货了,1
17,双十一期间买完就降价，没有诚信可言！,1
18,买完没有十天就降价了200,1
18,**，刚刚买就降价200玩毛喔,1
18,您没有填写内容，默认好评,1
18,10天左右就降了200元，哎，心情不好,1
18,没心情，刚买完就降价，又没有补差价,1
18,刚刚收到就降价200多，不满意,1
18,刚买就降了900。大家还是等等活动吧&hellip;&hellip;,1
18,手机不耐电送的东西也没用,1
18,手机未收到，居然收货了,1
18,双十一期间买完就降价，没有诚信可言！,1
19,买完没有十天就降价了200,1
19,**，刚刚买就降价200玩毛喔,1
19,您没有填写内容，默认好评,1
19,10天左右就降了200元，哎，心情不好,1
19,没心情，刚买完就降价，又没有补差价,1
19,刚刚收到就降价200多，不满意,1
19,刚买就降了900。大家还是等等活动吧&hellip;&hellip;,1
19,手机不耐电送的东西也没用,1
19,手机未收到，居然收货了,1
19,双十一期间买完就降价，没有诚信可言！,1
20,买完没有十天就降价了200,1
20,**，刚刚买就降价200玩毛喔,1
20,您没有填写内容，默认好评,1
20,10天左右就降了200元，哎，心情不好,1
20,没心情，刚买完就降价，又没有补差价,1
20,刚刚收到就降价200多，不满意,1
20,刚买就降了900。大家还是等等活动吧&hellip;&hellip;,1
20,手机不耐电送的东西也没用,1
20,手机未收到，居然收货了,1
20,双十一期间买完就降价，没有诚信可言！,1
21,买完没有十天就降价了200,1
21,**，刚刚买就降价200玩毛喔,1
21,您没有填写内容，默认好评,1
21,10天左右就降了200元，哎，心情不好,1
21,没心情，刚买完就降价，又没有补差价,1
21,刚刚收到就降价200多，不满意,1
21,刚买就降了900。大家还是等等活动吧&hellip;&hellip;,1
21,手机不耐电送的东西也没用,1
21,手机未收到，居然收货了,1
21,双十一期间买完就降价，没有诚信可言！,1
22,买完没有十天就降价了200,1
22,**，刚刚买就降价200玩毛喔,1
22,您没有填写内容，默认好评,1
22,10天左右就降了200元，哎，心情不好,1
22,没心情，刚买完就降价，又没有补差价,1
22,刚刚收到就降价200多，不满意,1
22,刚买就降了900。大家还是等等活动吧&hellip;&hellip;,1
22,手机不耐电送的东西也没用,1
22,手机未收到，居然收货了,1
22,双十一期间买完就降价，没有诚信可言！,1
23,买完没有十天就降价了200,1
23,**，刚刚买就降价200玩毛喔,1
23,您没有填写内容，默认好评,1
23,10天左右就降了200元，哎，心情不好,1
23,没心情，刚买完就降价，又没有补差价,1
23,刚刚收到就降价200多，不满意,1
23,刚买就降了900。大家还是等等活动吧&hellip;&hellip;,1
23,手机不耐电送的东西也没用,1
23,手机未收到，居然收货了,1
23,双十一期间买完就降价，没有诚信可言！,1
24,买完没有十天就降价了200,1
24,**，刚刚买就降价200玩毛喔,1
24,您没有填写内容，默认好评,1
24,10天左右就降了200元，哎，心情不好,1
24,没心情，刚买完就降价，又没有补差价,1
24,刚刚收到就降价200多，不满意,1
24,刚买就降了900。大家还是等等活动吧&hellip;&hellip;,1
24,手机不耐电送的东西也没用,1
24,手机未收到，居然收货了,1
24,双十一期间买完就降价，没有诚信可言！,1
25,买完没有十天就降价了200,1
25,**，刚刚买就降价200玩毛喔,1
25,您没有填写内容，默认好评,1
25,10天左右就降了200元，哎，心情不好,1
25,没心情，刚买完就降价，又没有补差价,1
25,刚刚收到就降价200多，不满意,1
25,刚买就降了900。大家还是等等活动吧&hellip;&hellip;,1
25,手机不耐电送的东西也没用,1
25,手机未收到，居然收货了,1
25,双十一期间买完就降价，没有诚信可言！,1
26,买完没有十天就降价了200,1
26,**，刚刚买就降价200玩毛喔,1
26,您没有填写内容，默认好评,1
26,10天左右就降了200元，哎，心情不好,1
26,没心情，刚买完就降价，又没有补差价,1
26,刚刚收到就降价200多，不满意,1
26,刚买就降了900。大家还是等等活动吧&hellip;&hellip;,1
26,手机不耐电送的东西也没用,1
26,手机未收到，居然收货了,1
26,双十一期间买完就降价，没有诚信可言！,1
27,买完没有十天就降价了200,1
27,**，刚刚买就降价200玩毛喔,1
27,您没有填写内容，默认好评,1
27,10天左右就降了200元，哎，心情不好,1
27,没心情，刚买完就降价，又没有补差价,1
27,刚刚收到就降价200多，不满意,1
27,刚买就降了900。大家还是等等活动吧&hellip;&hellip;,1
27,手机不耐电送的东西也没用,1
27,手机未收到，居然收货了,1
27,双十一期间买完就降价，没有诚信可言！,1
28,买完没有十天就降价了200,1
28,**，刚刚买就降价200玩毛喔,1
28,您没有填写内容，默认好评,1
28,10天左右就降了200元，哎，心情不好,1
28,没心情，刚买完就降价，又没有补差价,1
28,刚刚收到就降价200多，不满意,1
28,刚买就降了900。大家还是等等活动吧&hellip;&hellip;,1
28,手机不耐电送的东西也没用,1
28,手机未收到，居然收货了,1
28,双十一期间买完就降价，没有诚信可言！,1
29,买完没有十天就降价了200,1
29,**，刚刚买就降价200玩毛喔,1
29,您没有填写内容，默认好评,1
29,10天左右就降了200元，哎，心情不好,1
29,没心情，刚买完就降价，又没有补差价,1
29,刚刚收到就降价200多，不满意,1
29,刚买就降了900。大家还是等等活动吧&hellip;&hellip;,1
29,手机不耐电送的东西也没用,1
29,手机未收到，居然收货了,1
29,双十一期间买完就降价，没有诚信可言！,1
30,买完没有十天就降价了200,1
30,**，刚刚买就降价200玩毛喔,1
30,您没有填写内容，默认好评,1
30,10天左右就降了200元，哎，心情不好,1
30,没心情，刚买完就降价，又没有补差价,1
30,刚刚收到就降价200多，不满意,1
30,刚买就降了900。大家还是等等活动吧&hellip;&hellip;,1
30,手机不耐电送的东西也没用,1
30,手机未收到，居然收货了,1
30,双十一期间买完就降价，没有诚信可言！,1
31,买完没有十天就降价了200,1
31,**，刚刚买就降价200玩毛喔,1
31,您没有填写内容，默认好评,1
31,10天左右就降了200元，哎，心情不好,1
31,没心情，刚买完就降价，又没有补差价,1
31,刚刚收到就降价200多，不满意,1
31,刚买就降了900。大家还是等等活动吧&hellip;&hellip;,1
31,手机不耐电送的东西也没用,1
31,手机未收到，居然收货了,1
31,双十一期间买完就降价，没有诚信可言！,1
32,买完没有十天就降价了200,1
32,**，刚刚买就降价200玩毛喔,1
32,您没有填写内容，默认好评,1
32,10天左右就降了200元，哎，心情不好,1
32,没心情，刚买完就降价，又没有补差价,1
32,刚刚收到就降价200多，不满意,1
32,刚买就降了900。大家还是等等活动吧&hellip;&hellip;,1
32,手机不耐电送的东西也没用,1
32,手机未收到，居然收货了,1
32,双十一期间买完就降价，没有诚信可言！,1
33,买完没有十天就降价了200,1
33,**，刚刚买就降价200玩毛喔,1
33,您没有填写内容，默认好评,1
33,10天左右就降了200元，哎，心情不好,1
33,没心情，刚买完就降价，又没有补差价,1
33,刚刚收到就降价200多，不满意,1
33,刚买就降了900。大家还是等等活动吧&hellip;&hellip;,1
33,手机不耐电送的东西也没用,1
33,手机未收到，居然收货了,1
33,双十一期间买完就降价，没有诚信可言！,1
34,买完没有十天就降价了200,1
34,**，刚刚买就降价200玩毛喔,1
34,您没有填写内容，默认好评,1
34,10天左右就降了200元，哎，心情不好,1
34,没心情，刚买完就降价，又没有补差价,1
34,刚刚收到就降价200多，不满意,1
34,刚买就降了900。大家还是等等活动吧&hellip;&hellip;,1
34,手机不耐电送的东西也没用,1
34,手机未收到，居然收货了,1
34,双十一期间买完就降价，没有诚信可言！,1
35,买完没有十天就降价了200,1
35,**，刚刚买就降价200玩毛喔,1
35,您没有填写内容，默认好评,1
35,10天左右就降了200元，哎，心情不好,1
35,没心情，刚买完就降价，又没有补差价,1
35,刚刚收到就降价200多，不满意,1
35,刚买就降了900。大家还是等等活动吧&hellip;&hellip;,1
35,手机不耐电送的东西也没用,1
35,手机未收到，居然收货了,1
35,双十一期间买完就降价，没有诚信可言！,1
36,买完没有十天就降价了200,1
36,**，刚刚买就降价200玩毛喔,1
36,您没有填写内容，默认好评,1
36,10天左右就降了200元，哎，心情不好,1
36,没心情，刚买完就降价，又没有补差价,1
36,刚刚收到就降价200多，不满意,1
36,刚买就降了900。大家还是等等活动吧&hellip;&hellip;,1
36,手机不耐电送的东西也没用,1
36,手机未收到，居然收货了,1
36,双十一期间买完就降价，没有诚信可言！,1
37,买完没有十天就降价了200,1
37,**，刚刚买就降价200玩毛喔,1
37,您没有填写内容，默认好评,1
37,10天左右就降了200元，哎，心情不好,1
37,没心情，刚买完就降价，又没有补差价,1
37,刚刚收到就降价200多，不满意,1
37,刚买就降了900。大家还是等等活动吧&hellip;&hellip;,1
37,手机不耐电送的东西也没用,1
37,手机未收到，居然收货了,1
37,双十一期间买完就降价，没有诚信可言！,1
38,买完没有十天就降价了200,1
38,**，刚刚买就降价200玩毛喔,1
38,您没有填写内容，默认好评,1
38,10天左右就降了200元，哎，心情不好,1
38,没心情，刚买完就降价，又没有补差价,1
38,刚刚收到就降价200多，不满意,1
38,刚买就降了900。大家还是等等活动吧&hellip;&hellip;,1
38,手机不耐电送的东西也没用,1
38,手机未收到，居然收货了,1
38,双十一期间买完就降价，没有诚信可言！,1
39,买完没有十天就降价了200,1
39,**，刚刚买就降价200玩毛喔,1
39,您没有填写内容，默认好评,1
39,10天左右就降了200元，哎，心情不好,1
39,没心情，刚买完就降价，又没有补差价,1
39,刚刚收到就降价200多，不满意,1
39,刚买就降了900。大家还是等等活动吧&hellip;&hellip;,1
39,手机不耐电送的东西也没用,1
39,手机未收到，居然收货了,1
39,双十一期间买完就降价，没有诚信可言！,1
40,买完没有十天就降价了200,1
40,**，刚刚买就降价200玩毛喔,1
40,您没有填写内容，默认好评,1
40,10天左右就降了200元，哎，心情不好,1
40,没心情，刚买完就降价，又没有补差价,1
40,刚刚收到就降价200多，不满意,1
40,刚买就降了900。大家还是等等活动吧&hellip;&hellip;,1
40,手机不耐电送的东西也没用,1
40,手机未收到，居然收货了,1
40,双十一期间买完就降价，没有诚信可言！,1
41,买完没有十天就降价了200,1
41,**，刚刚买就降价200玩毛喔,1
41,您没有填写内容，默认好评,1
41,10天左右就降了200元，哎，心情不好,1
41,没心情，刚买完就降价，又没有补差价,1
41,刚刚收到就降价200多，不满意,1
41,刚买就降了900。大家还是等等活动吧&hellip;&hellip;,1
41,手机不耐电送的东西也没用,1
41,手机未收到，居然收货了,1
41,双十一期间买完就降价，没有诚信可言！,1
42,买完没有十天就降价了200,1
42,**，刚刚买就降价200玩毛喔,1
42,您没有填写内容，默认好评,1
42,10天左右就降了200元，哎，心情不好,1
42,没心情，刚买完就降价，又没有补差价,1
42,刚刚收到就降价200多，不满意,1
42,刚买就降了900。大家还是等等活动吧&hellip;&hellip;,1
42,手机不耐电送的东西也没用,1
42,手机未收到，居然收货了,1
42,双十一期间买完就降价，没有诚信可言！,1
43,买完没有十天就降价了200,1
43,**，刚刚买就降价200玩毛喔,1
43,您没有填写内容，默认好评,1
43,10天左右就降了200元，哎，心情不好,1
43,没心情，刚买完就降价，又没有补差价,1
43,刚刚收到就降价200多，不满意,1
43,刚买就降了900。大家还是等等活动吧&hellip;&hellip;,1
43,手机不耐电送的东西也没用,1
43,手机未收到，居然收货了,1
43,双十一期间买完就降价，没有诚信可言！,1
44,买完没有十天就降价了200,1
44,**，刚刚买就降价200玩毛喔,1
44,您没有填写内容，默认好评,1
44,10天左右就降了200元，哎，心情不好,1
44,没心情，刚买完就降价，又没有补差价,1
44,刚刚收到就降价200多，不满意,1
44,刚买就降了900。大家还是等等活动吧&hellip;&hellip;,1
44,手机不耐电送的东西也没用,1
44,手机未收到，居然收货了,1
44,双十一期间买完就降价，没有诚信可言！,1
45,买完没有十天就降价了200,1
45,**，刚刚买就降价200玩毛喔,1
45,您没有填写内容，默认好评,1
45,10天左右就降了200元，哎，心情不好,1
45,没心情，刚买完就降价，又没有补差价,1
45,刚刚收到就降价200多，不满意,1
45,刚买就降了900。大家还是等等活动吧&hellip;&hellip;,1
45,手机不耐电送的东西也没用,1
45,手机未收到，居然收货了,1
45,双十一期间买完就降价，没有诚信可言！,1
46,买完没有十天就降价了200,1
46,**，刚刚买就降价200玩毛喔,1
46,您没有填写内容，默认好评,1
46,10天左右就降了200元，哎，心情不好,1
46,没心情，刚买完就降价，又没有补差价,1
46,刚刚收到就降价200多，不满意,1
46,刚买就降了900。大家还是等等活动吧&hellip;&hellip;,1
46,手机不耐电送的东西也没用,1
46,手机未收到，居然收货了,1
46,双十一期间买完就降价，没有诚信可言！,1
47,买完没有十天就降价了200,1
47,**，刚刚买就降价200玩毛喔,1
47,您没有填写内容，默认好评,1
47,10天左右就降了200元，哎，心情不好,1
47,没心情，刚买完就降价，又没有补差价,1
47,刚刚收到就降价200多，不满意,1
47,刚买就降了900。大家还是等等活动吧&hellip;&hellip;,1
47,手机不耐电送的东西也没用,1
47,手机未收到，居然收货了,1
47,双十一期间买完就降价，没有诚信可言！,1
48,买完没有十天就降价了200,1
48,**，刚刚买就降价200玩毛喔,1
48,您没有填写内容，默认好评,1
48,10天左右就降了200元，哎，心情不好,1
48,没心情，刚买完就降价，又没有补差价,1
48,刚刚收到就降价200多，不满意,1
48,刚买就降了900。大家还是等等活动吧&hellip;&hellip;,1
48,手机不耐电送的东西也没用,1
48,手机未收到，居然收货了,1
48,双十一期间买完就降价，没有诚信可言！,1
49,买完没有十天就降价了200,1
49,**，刚刚买就降价200玩毛喔,1
49,您没有填写内容，默认好评,1
49,10天左右就降了200元，哎，心情不好,1
49,没心情，刚买完就降价，又没有补差价,1
49,刚刚收到就降价200多，不满意,1
49,刚买就降了900。大家还是等等活动吧&hellip;&hellip;,1
49,手机不耐电送的东西也没用,1
49,手机未收到，居然收货了,1
49,双十一期间买完就降价，没有诚信可言！,1
50,买完没有十天就降价了200,1
50,**，刚刚买就降价200玩毛喔,1
50,您没有填写内容，默认好评,1
50,10天左右就降了200元，哎，心情不好,1
50,没心情，刚买完就降价，又没有补差价,1
50,刚刚收到就降价200多，不满意,1
50,刚买就降了900。大家还是等等活动吧&hellip;&hellip;,1
50,手机不耐电送的东西也没用,1
50,手机未收到，居然收货了,1
50,双十一期间买完就降价，没有诚信可言！,1
51,买完没有十天就降价了200,1
51,**，刚刚买就降价200玩毛喔,1
51,您没有填写内容，默认好评,1
51,10天左右就降了200元，哎，心情不好,1
51,没心情，刚买完就降价，又没有补差价,1
51,刚刚收到就降价200多，不满意,1
51,刚买就降了900。大家还是等等活动吧&hellip;&hellip;,1
51,手机不耐电送的东西也没用,1
51,手机未收到，居然收货了,1
51,双十一期间买完就降价，没有诚信可言！,1
52,买完没有十天就降价了200,1
52,**，刚刚买就降价200玩毛喔,1
52,您没有填写内容，默认好评,1
52,10天左右就降了200元，哎，心情不好,1
52,没心情，刚买完就降价，又没有补差价,1
52,刚刚收到就降价200多，不满意,1
52,刚买就降了900。大家还是等等活动吧&hellip;&hellip;,1
52,手机不耐电送的东西也没用,1
52,手机未收到，居然收货了,1
52,双十一期间买完就降价，没有诚信可言！,1
53,买完没有十天就降价了200,1
53,**，刚刚买就降价200玩毛喔,1
53,您没有填写内容，默认好评,1
53,10天左右就降了200元，哎，心情不好,1
53,没心情，刚买完就降价，又没有补差价,1
53,刚刚收到就降价200多，不满意,1
53,刚买就降了900。大家还是等等活动吧&hellip;&hellip;,1
53,手机不耐电送的东西也没用,1
53,手机未收到，居然收货了,1
53,双十一期间买完就降价，没有诚信可言！,1
54,买完没有十天就降价了200,1
54,**，刚刚买就降价200玩毛喔,1
54,您没有填写内容，默认好评,1
54,10天左右就降了200元，哎，心情不好,1
54,没心情，刚买完就降价，又没有补差价,1
54,刚刚收到就降价200多，不满意,1
54,刚买就降了900。大家还是等等活动吧&hellip;&hellip;,1
54,手机不耐电送的东西也没用,1
54,手机未收到，居然收货了,1
54,双十一期间买完就降价，没有诚信可言！,1
55,买完没有十天就降价了200,1
55,**，刚刚买就降价200玩毛喔,1
55,您没有填写内容，默认好评,1
55,10天左右就降了200元，哎，心情不好,1
55,没心情，刚买完就降价，又没有补差价,1
55,刚刚收到就降价200多，不满意,1
55,刚买就降了900。大家还是等等活动吧&hellip;&hellip;,1
55,手机不耐电送的东西也没用,1
55,手机未收到，居然收货了,1
55,双十一期间买完就降价，没有诚信可言！,1
56,买完没有十天就降价了200,1
56,**，刚刚买就降价200玩毛喔,1
56,您没有填写内容，默认好评,1
56,10天左右就降了200元，哎，心情不好,1
56,没心情，刚买完就降价，又没有补差价,1
56,刚刚收到就降价200多，不满意,1
56,刚买就降了900。大家还是等等活动吧&hellip;&hellip;,1
56,手机不耐电送的东西也没用,1
56,手机未收到，居然收货了,1
56,双十一期间买完就降价，没有诚信可言！,1
57,买完没有十天就降价了200,1
57,**，刚刚买就降价200玩毛喔,1
57,您没有填写内容，默认好评,1
57,10天左右就降了200元，哎，心情不好,1
57,没心情，刚买完就降价，又没有补差价,1
57,刚刚收到就降价200多，不满意,1
57,刚买就降了900。大家还是等等活动吧&hellip;&hellip;,1
57,手机不耐电送的东西也没用,1
57,手机未收到，居然收货了,1
57,双十一期间买完就降价，没有诚信可言！,1
58,买完没有十天就降价了200,1
58,**，刚刚买就降价200玩毛喔,1
58,您没有填写内容，默认好评,1
58,10天左右就降了200元，哎，心情不好,1
58,没心情，刚买完就降价，又没有补差价,1
58,刚刚收到就降价200多，不满意,1
58,刚买就降了900。大家还是等等活动吧&hellip;&hellip;,1
58,手机不耐电送的东西也没用,1
58,手机未收到，居然收货了,1
58,双十一期间买完就降价，没有诚信可言！,1
59,买完没有十天就降价了200,1
59,**，刚刚买就降价200玩毛喔,1
59,您没有填写内容，默认好评,1
59,10天左右就降了200元，哎，心情不好,1
59,没心情，刚买完就降价，又没有补差价,1
59,刚刚收到就降价200多，不满意,1
59,刚买就降了900。大家还是等等活动吧&hellip;&hellip;,1
59,手机不耐电送的东西也没用,1
59,手机未收到，居然收货了,1
59,双十一期间买完就降价，没有诚信可言！,1
60,买完没有十天就降价了200,1
60,**，刚刚买就降价200玩毛喔,1
60,您没有填写内容，默认好评,1
60,10天左右就降了200元，哎，心情不好,1
60,没心情，刚买完就降价，又没有补差价,1
60,刚刚收到就降价200多，不满意,1
60,刚买就降了900。大家还是等等活动吧&hellip;&hellip;,1
60,手机不耐电送的东西也没用,1
60,手机未收到，居然收货了,1
60,双十一期间买完就降价，没有诚信可言！,1
61,买完没有十天就降价了200,1
61,**，刚刚买就降价200玩毛喔,1
61,您没有填写内容，默认好评,1
61,10天左右就降了200元，哎，心情不好,1
61,没心情，刚买完就降价，又没有补差价,1
61,刚刚收到就降价200多，不满意,1
61,刚买就降了900。大家还是等等活动吧&hellip;&hellip;,1
61,手机不耐电送的东西也没用,1
61,手机未收到，居然收货了,1
61,双十一期间买完就降价，没有诚信可言！,1
62,买完没有十天就降价了200,1
62,**，刚刚买就降价200玩毛喔,1
62,您没有填写内容，默认好评,1
62,10天左右就降了200元，哎，心情不好,1
62,没心情，刚买完就降价，又没有补差价,1
62,刚刚收到就降价200多，不满意,1
62,刚买就降了900。大家还是等等活动吧&hellip;&hellip;,1
62,手机不耐电送的东西也没用,1
62,手机未收到，居然收货了,1
62,双十一期间买完就降价，没有诚信可言！,1
63,买完没有十天就降价了200,1
63,**，刚刚买就降价200玩毛喔,1
63,您没有填写内容，默认好评,1
63,10天左右就降了200元，哎，心情不好,1
63,没心情，刚买完就降价，又没有补差价,1
63,刚刚收到就降价200多，不满意,1
63,刚买就降了900。大家还是等等活动吧&hellip;&hellip;,1
63,手机不耐电送的东西也没用,1
63,手机未收到，居然收货了,1
63,双十一期间买完就降价，没有诚信可言！,1
64,买完没有十天就降价了200,1
64,**，刚刚买就降价200玩毛喔,1
64,您没有填写内容，默认好评,1
64,10天左右就降了200元，哎，心情不好,1
64,没心情，刚买完就降价，又没有补差价,1
64,刚刚收到就降价200多，不满意,1
64,刚买就降了900。大家还是等等活动吧&hellip;&hellip;,1
64,手机不耐电送的东西也没用,1
64,手机未收到，居然收货了,1
64,双十一期间买完就降价，没有诚信可言！,1
65,买完没有十天就降价了200,1
65,**，刚刚买就降价200玩毛喔,1
65,您没有填写内容，默认好评,1
65,10天左右就降了200元，哎，心情不好,1
65,没心情，刚买完就降价，又没有补差价,1
65,刚刚收到就降价200多，不满意,1
65,刚买就降了900。大家还是等等活动吧&hellip;&hellip;,1
65,手机不耐电送的东西也没用,1
65,手机未收到，居然收货了,1
65,双十一期间买完就降价，没有诚信可言！,1
66,买完没有十天就降价了200,1
66,**，刚刚买就降价200玩毛喔,1
66,您没有填写内容，默认好评,1
